lat,lon,value,tooltip
44.953763,-93.43346,1172.34069123,"55305 - $22,625,003 - Advanced BioEnergy, First Scribe Inc., Novus Energy, Provell, Inc. , ThermoDynamo, ... - $1,172 per person"
40.384832,-74.17194,257.599175683,"07733 - $4,000,000 - Sparta Systems, Vonage, VPIsystems - $257 per person"
28.031689,-80.60014,98.0166582302,"32905 - $2,130,000 - Advanced Magnet Lab - $98 per person"
28.077494,-80.61987,133.084908171,"32901 - $3,000,000 - AuthenTec, Direct Hit, itsmylife, PetroAlgae - $133 per person"
41.801302,-78.44419,19.2957067053,"16749 - $80,000 - Terra Green Energy - $19 per person"
45.568516,-94.19251,1610.1012669,"56303 - $38,000,000 - eBureau - $1,610 per person"
37.895695,-122.11785,52.7193165243,"94549 - $1,265,000 - Votigo - $52 per person"
43.029497,-89.50531,1839.00451492,"53719 - $33,400,000 - ConjuGon, joozip, Legacy110.org, Mirus Bio, Primorigen Biosciences, ... - $1,839 per person"
40.178076,-75.1067,146.577417306,"19040 - $3,000,000 - InfoLogix - $146 per person"
40.089811,-83.13983,224.772583034,"43016 - $4,250,000 - Brand Thunder, Food2Dorm, Sypherlink - $224 per person"
47.569271,-122.23233,272.28172082,"98040 - $6,000,000 - Anttenna, MyQuu, Napera Networks, OS NEXUS, Reva Solutions, ... - $272 per person"
21.31275,-157.82195,188.975660846,"96822 - $8,300,000 - Sprout - $188 per person"
39.11755,-77.23548,2462.98276456,"20878 - $135,900,000 - ACE*COMM, GlycoMimetics, Iomai Corporation, NextPoint Networks, OpGen, ... - $2,462 per person"
39.168656,-77.18716,2593.26660601,"20879 - $57,000,000 - Sequoia Pharmaceuticals - $2,593 per person"
39.191769,-77.24329,134.93455674,"20876 - $3,000,000 - Cognio, CYNCZ - $134 per person"
39.011909,-77.39295,471.959213401,"20164 - $16,200,000 - Cagic, Clear Standards, InfoTech Enterprises, Paxfire, SkyBitz - $471 per person"
39.169859,-77.27564,1097.02584105,"20874 - $54,000,000 - Availink, Eka Systems, Multispectral Solutions - $1,097 per person"
39.738563,-75.54833,290.622578145,"19801 - $4,500,000 - Collactive, Cordjia, CureDM, Data Jelly, GetResponse, ... - $290 per person"
39.435789,-76.63614,435.034802784,"21093 - $15,000,000 - Acidophil, Corridor Pharmaceuticals - $435 per person"
43.037647,-89.39154,163.391573352,"53713 - $3,750,000 - Gammoth, Mapping Specialists, TrafficCast - $163 per person"
39.734279,-75.6631,1.51266859952,"19808 - $60,000 - Alkol, Corporation Service Company, Evony, Fixr, MarkTheGlobe, ... - $1 per person"
39.757758,-84.18848,305.34351145,"45402 - $1,000,000 - MyOtherDrive - $305 per person"
34.137857,-118.16329,5110.70522206,"91105 - $52,359,175 - iChange, Loud3r, NearU Search, OpenX, SupplyFrame, ... - $5,110 per person"
47.57867,-122.33441,639.806603774,"98134 - $406,917 - AllRecipes, Imperium Renewables, iOculi, PhotoRocket, Produxs, ... - $639 per person"
47.733852,-122.34461,5.82804923536,"98133 - $250,000 - CultureMob, GreetQ Card, HelpHive, Tioti, WRLDs - $5 per person"
38.846212,-77.32787,311.172478507,"22030 - $12,269,842 - Eagle Eye Publishers, Eagle Software Group, Edmond Scientific, Lantern Three, Latisys, ... - $311 per person"
38.821753,-77.29293,34.6188465,"22032 - $1,000,000 - Mingle360 - $34 per person"
38.874879,-77.38642,2645.64355537,"22033 - $87,420,000 - Datatel, Formatta, Keynetik, LT Technologies, MeMeMe, ... - $2,645 per person"
33.03505,-96.80492,2654.80808954,"75093 - $116,700,054 - AspireHR, Batrus Hollweg International, Brikology101, Horizon Data Center Solutions, Innovative Spinal Technologies, ... - $2,654 per person"
41.240036,-96.18017,1591.76029963,"68130 - $17,000,000 - American HealthNet, Ninth Division, Sojern, The Upgrade Place - $1,591 per person"
37.782029,-122.46158,82.179819718,"94118 - $3,200,000 - Cimbal, DJ Nitrogen, Habitudes, JoMaJa, LOO-LEE, ... - $82 per person"
41.703097,-88.07462,859.364929317,"60440 - $40,000,000 - Elevance Renewable Sciences - $859 per person"
37.74873,-122.41545,1199.93835167,"94110 - $89,554,999 - Aardvark, AgentMatch, Anomaly Innovations, BetaBrand, ClerkDogs, ... - $1,199 per person"
37.798228,-122.40027,123885.073463,"94111 - $413,156,720 - Acteva, AfterCollege, Alpine Investors, Ammunition Group, AppNinjas, ... - $123,885 per person"
37.758434,-122.43512,190.521358017,"94114 - $5,825,000 - Animated Speech, AnimatedSpeech, blupint, Catalista LLC, Change.org, ... - $190 per person"
37.786129,-122.43736,190.938305904,"94115 - $6,322,922 - Cohuman, Endovention, Fotomoto, ITDatabase, Linkage Biosciences, ... - $190 per person"
33.498076,-111.98603,167.586242459,"85018 - $6,500,000 - BKM Technology, Datachamps, E-College-Degree.com, Education Resources, Flypaper, ... - $167 per person"
43.170606,-88.73058,35.3273669336,"53094 - $600,000 - Idle Free Systems - $35 per person"
39.881608,-105.09953,9629.1295132,"80021 - $268,026,820 - AuditConfirmations, Cerapedics, ColdSpark, Datalogix, datAvail, ... - $9,629 per person"
39.93404,-105.05454,48.9437356202,"80020 - $2,340,000 - App-X, Application Experts, Booyah Networks, LeanStream Media, SpotXchange - $48 per person"
39.963322,-105.15053,10656.6011236,"80027 - $303,500,000 - Assisted Senior Living, Buybak.com, Envysion, Front Porch Digital, GlobeImmune, ... - $10,656 per person"
43.070188,-70.77684,2500.17237221,"03801 - $53,898,716 - Actio Corporation (software), Beaupre Public Relations, Fast Asset, Heinemann Publishing, NitroSecurity, ... - $2,500 per person"
33.503742,-112.03235,637.065106956,"85016 - $23,200,000 - AFS Technology, Helm Software, Internet Marketing Agency, NetPro Computing, Stealthmode Partners, ... - $637 per person"
42.280887,-83.79147,577.659617814,"48103 - $28,355,000 - Accuri Cytometers, Allinova, Arbor Photonics, CloudTrade, Compel Interaction, ... - $577 per person"
42.266805,-83.72297,24.0876941514,"48104 - $1,025,100 - Bongotones.com, Buycentives, Carrier Mobile, DigitalRealm, Quantum Learning Technologies, ... - $24 per person"
39.014009,-76.98199,388.024163323,"20903 - $8,800,000 - CereSoft - $388 per person"
42.232807,-83.72671,403.758517425,"48108 - $9,303,000 - Arbortext, MedArray, Nanocerox, Occams Creative Technologies, Pixel Velocity, ... - $403 per person"
41.50988,-81.6753,601.387818042,"44114 - $2,340,000 - Aria Analytics, CampusEAI, Insivia Marketing & Interactive Web Design, OM Group, SparkBase - $601 per person"
37.806427,-122.28898,2488.6540764,"94607 - $52,381,191 - Ask.com, BarNone, BuildSite, CalFinder, Centrro, Inc., ... - $2,488 per person"
29.581304,-98.40889,262.74105549,"78247 - $10,450,000 - Apollo Gate Operators, Argyle Security - $262 per person"
37.738379,-122.17332,637.165886138,"94603 - $20,000,000 - Relievant Medsystems - $637 per person"
39.774341,-105.10036,5.92487261524,"80033 - $150,000 - Able Planet - $5 per person"
37.834724,-122.28316,26894.4402165,"94608 - $660,850,185 - Adamas Pharmaceuticals, Alibris, Amyris Biotechnologies, Aspera, BigFix, ... - $26,894 per person"
26.347711,-80.15648,12.2527997647,"33433 - $500,000 - Binfire, Vayan Marketing Group, Zomeebo - $12 per person"
26.381304,-80.09623,632.692971356,"33431 - $11,000,000 - Airspan, Campus Management, Captovis Advanced Industries, Foreclosurefreesearch.com, Lydian Data Services, ... - $632 per person"
33.960041,-118.3949,193.310441307,"90045 - $7,600,000 - ABCO TECHNOLOGY, Adexa, Global Digital Media Xchange, JuicyCampus, Language Weaver, ... - $193 per person"
34.098908,-118.36241,40.1356585258,"90046 - $2,000,000 - BakeSpace, Cocodot, Doppel & Ganger, Enhancement Software, Existory, ... - $40 per person"
34.073759,-118.37376,5073.62824526,"90048 - $110,219,500 - Adly, Boom Studios, Capricor, College Tonight, DA Stores, ... - $5,073 per person"
34.067409,-118.47528,711.515513126,"90049 - $23,850,000 - FanPrice, Global Fitness Media, GoodSearch, GotCast, Jirbo, ... - $711 per person"
42.800276,-73.88096,133.080480421,"12309 - $4,000,000 - GE Global Research - $133 per person"
28.142694,-82.46629,51.4863896848,"33549 - $2,300,000 - My Team Zone - $51 per person"
42.913257,-78.86612,351.000351,"14209 - $3,000,000 - As It Is - $351 per person"
44.484038,-73.22126,169.748330765,"05401 - $6,610,000 - Dealer.com, Draker Laboratories, Outspoken Profiles, PIEmatrix, Propeller Media Works, ... - $169 per person"
42.886357,-78.8779,4110.25145068,"14202 - $17,000,000 - Buffalo Economic Renaissance Corporation, Synacor, Turnpike Global Technologies - $4,110 per person"
42.465275,-83.2264,103.991503673,"48075 - $2,350,000 - ANXeBusiness, ContestMachine, Positive Networks - $103 per person"
42.518635,-83.16357,8.64229539366,"48073 - $300,000 - Spendji, Vectorform - $8 per person"
42.696064,-73.10145,1.46687789708,"01247 - $25,000 - RacingJunk.com, SevenLunches - $1 per person"
40.744851,-74.03294,800.995411774,"07030 - $30,900,000 - Alwayswater, Attila Technologies, ClearPoint Learning Systems, Eglue Business Technologies, Halo Media, ... - $800 per person"
30.384204,-97.70392,5518.21578702,"78758 - $236,290,000 - BuildASign.com, Convio, LabNow, LibreDigital, Minecor, ... - $5,518 per person"
30.406169,-97.75743,5261.11566824,"78759 - $213,322,457 - Agent Genius, Appozite, Aradiom, Aztec Systems, BizGreet, ... - $5,261 per person"
40.923233,-74.29376,0.182848784056,"07035 - $2,000 - Premium Advert Solutions - $0 per person"
40.788733,-74.32134,220.80399061,"07039 - $6,020,000 - AdaptiveBlue, AfterLogic, Phone.com, SWK Technologies - $220 per person"
30.438933,-97.80383,426.605895383,"78750 - $10,015,000 - Babble Soft, BudURL, Builder Homesite, Global Secure Systems, Heatwave Interactive, ... - $426 per person"
40.886628,-74.21405,96.1450416629,"07424 - $2,100,000 - MedPageToday - $96 per person"
30.354234,-97.64679,2028.77167097,"78754 - $11,000,000 - BioStable, Endeavour Software Technologies, Minco Technology Labs - $2,028 per person"
44.854636,-92.61729,566.390190792,"54022 - $10,924,534 - Sajan - $566 per person"
43.111663,-77.48709,1039.24685169,"14445 - $8,500,000 - Allworx, InfoPreserve - $1,039 per person"
43.38551,-70.54707,1.90313064992,"04043 - $20,000 - HEXIO - $1 per person"
40.025859,-81.59243,45.2661171201,"43725 - $950,000 - DSI MET-TECH - $45 per person"
37.972423,-122.51484,597.200467418,"94901 - $24,020,000 - Akuacom, Applied Graphics, Blink Logic, ClairMail, MCorp Consulting, ... - $597 per person"
34.153628,-118.43222,2110.99761662,"91423 - $62,000,000 - A Better Opinion, AudioMicro, Audioo, GoTV Networks, Modaa Inc., ... - $2,110 per person"
40.606962,-105.05106,823.445210382,"80524 - $21,860,000 - Rocky Mountain Ventures, Solix Biofuels  - $823 per person"
38.957396,-94.64691,37.5911585595,"66207 - $500,000 - NOWA Technology - $37 per person"
43.649781,-72.30594,1456.3631451,"03784 - $5,390,000 - SustainX - $1,456 per person"
40.79215,-74.48559,748.692667419,"07960 - $32,500,000 - Axtria, Collabera, ITCN Web Development, KnowEm, Marketsmith, Inc., ... - $748 per person"
36.224218,-115.1763,14.7080453008,"89032 - $400,000 - Pricefalls - $14 per person"
42.704435,-84.54915,282.329592836,"48910 - $10,089,048 - EcoSynthetix - $282 per person"
43.071131,-77.51181,1000.16518005,"14534 - $30,275,000 - Exiscan, Sutherland Global Services, SensGard - $1,000 per person"
41.630521,-93.7238,6.07109249309,"50322 - $200,000 - AtlasBay, Blue Compass Interactive, Dice.com, Eliason Media, Twittad - $6 per person"
41.905666,-71.43023,2262.82740284,"02865 - $40,000,000 - RenaMed Biologics - $2,262 per person"
34.134057,-118.02662,1122.58823725,"91006 - $33,688,873 - KID-FIT, Siimpel Corporation - $1,122 per person"
40.836555,-74.08466,5070.1368937,"07072 - $30,000,000 - Cadent, Hycrete - $5,070 per person"
34.104555,-117.58734,384.84481133,"91730 - $20,000,000 - Basin Water, OA Systems, SpectraSensors, ThemBid - $384 per person"
33.549785,-101.82634,16.1290322581,"79404 - $165,000 - Smartfield - $16 per person"
40.108631,-88.2733,132.172095301,"61821 - $3,777,875 - Eden Park Illumination - $132 per person"
45.102133,-93.48757,2874.86760478,"55311 - $57,000,000 - enStratus, Entellus Medical, Forexearlywarning, SearchAmerica, Software Dynamics - $2,874 per person"
37.457341,-77.4658,2.62467191601,"23234 - $100,000 - BeThereRewards - $2 per person"
36.205718,-115.22363,3.1551428829,"89108 - $210,000 - OnTheRoad, TIS India - $3 per person"
39.952162,-75.17406,1312.77264888,"19103 - $25,880,000 - Conway Consulting Group, Duane Morris LLP, eResearch Technology, Fancast, Invite Media, ... - $1,312 per person"
39.952112,-75.15853,1.21555915721,"19107 - $15,000 - Azavea, Electronic Ink, HxTechnologies, J Squared Media, Snipi, ... - $1 per person"
39.961612,-75.19957,335.401496259,"19104 - $16,812,000 - Anthillz, BioNanomatrix, ChronoWake, CityRyde, DocAsap, ... - $335 per person"
38.252854,-85.75137,78.1555295037,"40202 - $400,000 - Boom Engine, ConnectSoft, DBS > Interactive, Rhyme Library, Seccion Amarilla USA - $78 per person"
34.748066,-86.68317,2309.13810078,"35806 - $25,800,000 - ADTRAN, Applied Genomics, Digium, EGEN, MEJR Technologies, ... - $2,309 per person"
42.592086,-71.43754,6972.149947,"01886 - $144,700,000 - Aylus Networks, BioBehavioral Diagnostics, Ci-Tutor, EnterpriseDB, GreenRay, ... - $6,972 per person"
42.558576,-71.17031,5216.00450303,"01887 - $111,200,000 - Advanced Electron Beams, Ahura Scientific, Charles River Laboratories International, Consolidated Marketing Services, DuPont Photonics Technologies, ... - $5,216 per person"
29.653195,-82.3244,70.8549286679,"32601 - $1,206,872 - Chaologix, Elca Solutions, Grooveshark, Neurotronics - $70 per person"
42.501345,-71.07132,2261.27614978,"01880 - $56,100,000 - Comverse Technology, Dextrys, HubCast, Optikos Corporation,  Edgewater Technology - $2,261 per person"
29.952354,-95.45065,1965.76296175,"77067 - $48,000,000 - FMC Technologies, Zeno Corporation - $1,965 per person"
42.019982,-71.2191,937.081659973,"02048 - $21,000,000 - Amvona, PrimeraDx, Spherics - $937 per person"
36.107037,-80.21918,5835.19382992,"27101 - $115,000,000 - Interact Public Safety Systems, Pendulab, SilkRoad technology - $5,835 per person"
37.09416,-94.50169,22.9863920559,"64801 - $750,000 - EaglePicher Technologies, Localbase - $22 per person"
39.633946,-77.73025,15.9110566527,"21740 - $883,000 - May We Introduce, Projectioneering - $15 per person"
40.072246,-76.3155,636.71892153,"17601 - $29,000,000 - ECORE International, Illuminex, MapQuest, Thermacore - $636 per person"
45.308105,-122.77266,645.618556701,"97070 - $10,020,000 - Corrigo, LocoGopher, PML Microbiologicals, Rattle - $645 per person"
40.813801,-73.46912,1221.5435869,"11797 - $11,000,000 - Cloverleaf Communications, PrivateRaise - $1,221 per person"
36.126894,-95.94657,81.2984095075,"74114 - $1,375,000 - Grocio - $81 per person"
34.268736,-119.2249,53.3151351006,"93003 - $2,500,000 - OrcaTec, The Trade Desk - $53 per person"
21.389167,-157.93091,555.247084953,"96701 - $23,000,000 - Clearfuels Technology, Gurutoy , Hawaii Biotech - $555 per person"
41.256129,-73.21227,30.641725275,"06611 - $1,050,000 - Sustainable Real Estate Solutions - $30 per person"
39.817645,-75.50242,9.82048159642,"19810 - $250,000 - American Hometec, Nipple Charms, Portfolio Runner - $9 per person"
42.321917,-71.64692,2641.72497501,"01532 - $37,000,000 - Active Interactive, Aspen Aerogels, Racca Associates - $2,641 per person"
33.606004,-111.88699,279.241394675,"85260 - $10,027,000 - AmazingMail.com, Arkayne, Beamz Interactive, Conformix, Cox Instruments, ... - $279 per person"
37.734964,-122.4597,125.581846393,"94127 - $2,590,000 - Acendi Interactive, Yidio - $125 per person"
37.732797,-122.39348,390.714501055,"94124 - $12,960,000 - InnerWorkings, UnitedLayer - $390 per person"
37.801028,-122.43836,79.6838842073,"94123 - $1,825,000 - Affective Interfaces, AKSEL PARIS, BAM Investor, Boxbe, Catzilla, ... - $79 per person"
37.79984,-122.46167,224.416517056,"94129 - $500,000 - Cutcaster, JustAnswer, NextAdvisor, Personforce, Revinate, ... - $224 per person"
40.514843,-111.87294,4522.70565082,"84020 - $116,052,627 - aVinci Media, Control4, Daz 3d, HireVue, Lingotek, ... - $4,522 per person"
33.45635,-112.12378,499.696612771,"85009 - $28,000,000 - Apex Construction, Cal Coast Data Entry - $499 per person"
42.392496,-71.22153,6871.63835594,"02452 - $85,599,999 - Affectiva, GameLogic, Interactive Supercomputing, Leostream, mindSHIFT Technologies, ... - $6,871 per person"
33.451143,-112.07838,864.677907479,"85003 - $8,000,000 - eTec - $864 per person"
40.586282,-105.10494,70.3084400697,"80521 - $2,300,000 - Sprig Toys - $70 per person"
40.539432,-105.11576,21.3659995727,"80526 - $900,000 - Extanz, Prieto Battery, TOLMAR - $21 per person"
33.451093,-112.07057,2579.02300347,"85004 - $11,884,138 - DICOM Grid, ServerLift - $2,579 per person"
40.532354,-105.0535,493.862000847,"80525 - $21,000,000 - FreeShipping.Org, Indicative Software, Inviragen - $493 per person"
41.103664,-73.7958,197.061984952,"10532 - $1,100,000 - FidusNet - $197 per person"
41.039005,-73.8635,622.990353698,"10533 - $4,650,000 - Beeby Clark + Meyler, House Party, Student.com - $622 per person"
27.745355,-82.66572,34.8943635116,"33712 - $915,000 - SDH Group - $34 per person"
39.665637,-104.83421,149.191382706,"80014 - $5,000,000 - Ledet Adobe Training, Mobile Epiphany, OliveSoftware - $149 per person"
29.584698,-98.46987,69.0513588003,"78232 - $2,330,000 - Podcast Ready - $69 per person"
40.211241,-75.0887,125.370108565,"18974 - $4,700,000 - eShark Network, MobileMD, W3Counter - $125 per person"
33.868314,-118.06754,87.3074385938,"90703 - $4,500,000 - Connect3 Systems, Crazy Egg, Direct Drive Systems, Farfetch, USourceIT - $87 per person"
42.354727,-71.18809,4954.32098765,"02458 - $60,195,000 - Aircuity, General Compression, LifeIMAGE, netBlazr, PatientKeeper, ... - $4,954 per person"
42.321197,-71.193,2316.30824373,"02459 - $41,360,000 - CheapCheapCheap, Extend Media, Goozzy, Mindfire Interactive, New England Cable News, ... - $2,316 per person"
38.026342,-78.5348,13.5179472203,"22903 - $509,167 - SourceTrace Systems - $13 per person"
26.840684,-80.06312,2270.8650357,"33408 - $38,800,000 - Bankrate, NextEra Energy Resources, PS GoLive - $2,270 per person"
42.393029,-71.24771,53218.3052125,"02451 - $939,303,087 - AfterNic, Akaza Research, Aprigo, Artisan Pharma, auctionPAL, ... - $53,218 per person"
26.711192,-80.06043,463.188688445,"33401 - $9,500,000 - atlanticOptimize, DS Media Labs, Medsign International, Mobile Information Exchange, MyBeeswax.com, LLC, ... - $463 per person"
42.370446,-71.23563,7417.837151,"02453 - $216,000,000 - Adnexus, Blueport Commerce, Bulger Capital, EnergyClimate Solutions, EyeGate Pharmaceuticals, ... - $7,417 per person"
33.715672,-116.38496,68.2081713389,"92260 - $2,000,000 - Moonshado, Spare Backup - $68 per person"
43.213705,-71.53774,321.950604839,"03301 - $10,220,000 - Adelja Learning, Bradford Networks - $321 per person"
42.544084,-83.21527,259.888767607,"48009 - $5,000,000 - ProfileBuilder, Speedshape - $259 per person"
34.914611,-81.0125,21.7803236556,"29730 - $1,000,000 - 3D Systems - $21 per person"
40.226302,-111.64439,155.284861451,"84606 - $4,500,000 - EnticeLabs, LucidChart, Nature's Sunshine Products, World Vital Records - $155 per person"
41.507751,-81.60883,80.5133109171,"44106 - $2,610,000 - Explorys, Logo Design Works, MedCity News - $80 per person"
40.280454,-111.6491,6888.66204735,"84604 - $334,045,000 - Bamboo HR, FamilyLink, MoneyDesktop, Qualified Address, Raser Technologies, ... - $6,888 per person"
40.230954,-111.68006,146.525513755,"84601 - $4,000,000 - Gruvie, i.TV, Zinch - $146 per person"
41.513801,-81.64287,35.5057598233,"44103 - $900,000 - FLX Micro, O-Web Technologies, Onosys, ONOSYS Online Ordering  - $35 per person"
40.816737,-74.00082,26.4051301396,"07022 - $350,000 - Waffl.com - $26 per person"
45.373991,-122.77127,319.273768994,"97062 - $7,690,028 - Wi-Chi, Zevez Payments - $319 per person"
44.978518,-92.71996,177.399325883,"54016 - $4,000,000 - Poken  Zoo, Rapid Diagnostek - $177 per person"
34.155625,-118.48925,2074.14753223,"91436 - $27,190,000 - BROEKMAN communications, BusinessRocket.net, Cloud Services Depot, ebridge, Flex2go, ... - $2,074 per person"
34.080035,-84.21929,5280.70175439,"30005 - $142,975,000 - Agentek, Alimera Sciences, Carticept Medical, CloudBlue Technologies, Gideon Technologies, ... - $5,280 per person"
34.745692,-92.27987,78.6163522013,"72201 - $50,000 - Acxiom, JavaJobs, Tejas Technologies - $78 per person"
35.276639,-80.96111,641.487674787,"28214 - $13,350,000 - CoaLogix - $641 per person"
35.124818,-89.86562,1961.95136201,"38120 - $26,865,000 - Active Implants - $1,961 per person"
41.629413,-71.18724,32.7653997379,"02878 - $500,000 - CytoSolv - $32 per person"
38.860511,-94.77581,9.07819961145,"66062 - $500,000 - Actslike, CareerAthletes, iResQ - $9 per person"
38.889784,-94.85558,141.911069063,"66061 - $6,000,000 - NIC, StoreFront.net - $141 per person"
36.233655,-115.06881,96.7473539599,"89115 - $5,000,000 - GigaCrete - $96 per person"
36.140974,-115.28205,0.970026190707,"89117 - $50,000 - Acuity Solutions, LiveBuzz - $0 per person"
28.042799,-82.67737,606.276747504,"34677 - $11,900,000 - Answers Systems, ESA, Ignite Media Solutions, Lunchwalla - $606 per person"
39.961812,-75.23003,1.1398349519,"19139 - $50,000 - Human Network Labs - $1 per person"
44.887966,-93.04546,325.243684106,"55075 - $6,540,000 - Digital Angel - $325 per person"
38.725331,-90.44451,9.15137717066,"63043 - $205,000 - ITOG, Inc., World Wide Technology - $9 per person"
42.286543,-71.78846,228.049232289,"01605 - $5,540,000 - DoxStor, Participatory Culture Foundation, SalesFuel, Verax Biomedical - $228 per person"
42.185571,-71.30476,59.4801597002,"02052 - $730,000 - Brand-Yourself, Clearway Technology Partners - $59 per person"
29.773018,-95.60125,24.2820604138,"77079 - $750,000 - Plura Processing, 80legs - $24 per person"
41.317197,-72.92798,513.333697927,"06511 - $27,220,546 - Achillion Pharmaceuticals, Axerion Therapeutics, Continuity Engine, Helix Therapeutics, HistoRx, ... - $513 per person"
41.306197,-72.92479,917.431192661,"06510 - $2,200,000 - Hedgeye Risk Management, Retail Optimization, SEOMatrix, SeeClickFix, Technolutions - $917 per person"
29.978801,-95.57655,1296.89671144,"77070 - $42,000,000 - COADE, Design Divas, Handcrafted, The Stracka Design Company - $1,296 per person"
41.357947,-72.93765,2.81418348476,"06514 - $70,000 - Entrecard - $2 per person"
32.347295,-90.33224,3.15246088978,"39056 - $80,000 - Broadband Voice - $3 per person"
33.719118,-117.87143,249.892219011,"92707 - $15,650,000 - Communicado, MarketLinx, MSC Software, Tote Trac, 1DayMakeover - $249 per person"
40.012862,-75.23309,21.5076889988,"19004 - $200,000 - InfoCommerce Group, PayParade, PNG Creative Choices, Primavera Systems - $21 per person"
42.056391,-87.69684,843.318960383,"60201 - $35,400,000 - Amadesa, Blurtt, Centralis, Ethervision, Leapfrog Online, ... - $843 per person"
40.884394,-73.15868,16.7560321716,"11780 - $250,000 - Unity 4 Humanity - $16 per person"
41.063055,-81.51906,84.897651165,"44311 - $900,000 - InSeT Systems, Knotice - $84 per person"
40.819266,-73.20967,200.166310287,"11788 - $3,370,000 - Audiovox, CorrectNet, Fli Digital, Globecomm Systems, Laboratory Management Services, ... - $200 per person"
29.626187,-95.57145,144.524334285,"77477 - $4,000,000 - GreenYogi, OpenSpirit - $144 per person"
40.849879,-73.97501,183.29996334,"07024 - $6,500,000 - Neurologix, ReefEdge, Whale Communications, Zoetic Interactive - $183 per person"
45.517695,-122.85826,1764.49619772,"97006 - $89,100,000 - Avnera, Fresco Logic, GemStone, IP Fabrics, PolyServe, ... - $1,764 per person"
45.46059,-122.80683,1208.62088054,"97008 - $32,750,000 - Enuclia Semiconductor, Home Comfort Zones, VeriWave - $1,208 per person"
29.627737,-95.62444,532.410488487,"77478 - $28,000,000 - Applied Optoelectronics, Inc., Techradium - $532 per person"
41.767049,-72.67433,74638.6333771,"06103 - $56,800,000 - Geezeo, MOLI, RAV, Vaulten - $74,638 per person"
32.961812,-117.25967,789.209355718,"92014 - $11,000,000 - Certona, HealtheHuman, MeLLmo, Travel Insights - $789 per person"
42.313329,-71.27649,2470.42631282,"02481 - $35,001,000 - BCC Research, Bowdoin Group, Coley Pharmaceutical Group, Hire Reach, Kurzweil Technologies, ... - $2,470 per person"
40.037958,-75.44986,366.602511227,"19312 - $4,000,000 - Boomi, TruePosition, Vertex - $366 per person"
34.218756,-118.99213,2324.19227375,"93012 - $57,937,465 - GTRAN, in805, Salem Communications, ZPower - $2,324 per person"
34.402194,-119.52308,178.140443627,"93013 - $3,100,000 - AdECN, Clipper Windpower, lynda.com - $178 per person"
36.586193,-121.88667,274.056029233,"93940 - $9,000,000 - CrossLoop, KallOut, PeopleTowels - $274 per person"
39.832762,-75.44063,146.172117669,"19061 - $4,000,000 - Lightning Gaming - $146 per person"
28.21981,-80.69402,1205.26122727,"32940 - $23,000,000 - Max Q Designs, Skycross - $1,205 per person"
40.588097,-74.62253,1142.80993556,"08807 - $41,500,000 - FluidSurveys, Nautilus Neurosciences, Nistica, Synchronoss Technologies - $1,142 per person"
39.167708,-76.71706,1264.70216264,"21076 - $10,000,000 - Resilience, Seismic - $1,264 per person"
40.214661,-74.81812,216.116665414,"19067 - $11,500,000 - LifeShield Security, Three Screen Games - $216 per person"
33.566635,-111.89337,620.720035241,"85258 - $15,500,000 - Alternative Web Media, Axosoft, Core Consulting Services, Inc., focusIT, Gogogh.com, ... - $620 per person"
33.544596,-111.95645,2203.93542141,"85253 - $38,701,106 - College Art Online, FiREapps, Sharperoo, TPI Composites, Veriana Networks - $2,203 per person"
33.494152,-111.92079,3155.18606492,"85251 - $119,550,000 - CitySpur, creative circus, ECOtality, nobosh, Response Analytics, ... - $3,155 per person"
33.521433,-111.90944,20.9230033477,"85250 - $350,000 - gAuto - $20 per person"
33.467347,-111.91741,17.3315017662,"85257 - $485,750 - Adaptive Curriculum, Arizona Security, CareerTours, ChosenList.com, OrangeSlyce - $17 per person"
33.491302,-111.83509,0.768915316793,"85256 - $3,750 - Carefx, Medicis Pharmaceutical - $0 per person"
33.697268,-111.88321,1176.467671,"85255 - $25,145,820 - Airstream Energy, Republic Project, StormSource Software, Shared Performance, TASER International, ... - $1,176 per person"
33.617504,-111.95416,8.01538954793,"85254 - $400,000 - ArmedZilla.com, eGenerations, Playtform - $8 per person"
37.741797,-122.4378,710.936659856,"94131 - $19,833,000 - CyberArts, Velomedix - $710 per person"
37.801878,-122.41018,3090.50404443,"94133 - $82,908,952 - Academic Earth, Astoria Software, Attune Foods, Big Live, Bizo, ... - $3,090 per person"
37.719581,-122.41085,450.989186226,"94134 - $18,100,000 - Greystripe - $450 per person"
38.480494,-122.74976,6807.34263997,"95403 - $274,050,000 - Azteq Mobile, Construction Exchange, Direct Flow Medical, PBHS, Sonoma Orthopedics, ... - $6,807 per person"
41.017736,-91.95,18.0955444748,"52556 - $225,000 - ScribeStorm, Thaddeus Computing, YourFreeLegalForms.com - $18 per person"
32.925975,-96.88322,926.913751299,"75234 - $26,760,000 - Advanced Virtual Surveillance, Interactive TKO, Phytel - $926 per person"
39.131705,-77.14981,1710.04579445,"20855 - $29,500,000 - Come Recommended, Innovative Biosensors, Symphony Dynamo - $1,710 per person"
39.093408,-77.1718,15006.7050094,"20850 - $503,580,000 - Access Intelligence, Adlyfe, Amplimmune, Amulet Pharmaceuticals, Applied Cell Sciences, ... - $15,006 per person"
39.0509,-77.12261,286.073921501,"20852 - $10,000,000 - Nabi Biopharmaceuticals, Snoozester, SysArc, Vizada - $286 per person"
